product_id,sales
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,2
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,1
930629654823608,0
930629654823608,2
930629654823608,0
930629654823608,1
930629654823608,1
930629654823608,1
930629654823608,4
930629654823608,1
930629654823608,1
930629654823608,1
930629654823608,1
930629654823608,0
930629654823608,0
930629654823608,1
930629654823608,1
930629654823608,0
930629654823608,1
930629654823608,0
930629654823608,1
930629654823608,1
930629654823608,0
930629654823608,2
930629654823608,2
930629654823608,0
930629654823608,0
930629654823608,3
930629654823608,1
930629654823608,2
930629654823608,1
930629654823608,1
930629654823608,1
930629654823608,0
930629654823608,1
930629654823608,1
930629654823608,1
930629654823608,0
930629654823608,2
930629654823608,0
930629654823608,1
930629654823608,3
930629654823608,0
930629654823608,0
930629654823608,2
930629654823608,1
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,1
930629654823608,1
930629654823608,0
930629654823608,0
930629654823608,3
930629654823608,0
930629654823608,0
930629654823608,1
930629654823608,0
930629654823608,1
930629654823608,1
930629654823608,2
930629654823608,2
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,2
930629654823608,0
930629654823608,0
930629654823608,1
930629654823608,0
930629654823608,1
930629654823608,1
930629654823608,2
930629654823608,1
930629654823608,0
930629654823608,1
930629654823608,1
930629654823608,1
930629654823608,0
930629654823608,0
930629654823608,2
930629654823608,1
930629654823608,1
930629654823608,0
930629654823608,5
930629654823608,1
930629654823608,1
930629654823608,1
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,1
930629654823608,0
930629654823608,2
930629654823608,0
930629654823608,0
930629654823608,2
930629654823608,0
930629654823608,1
930629654823608,0
930629654823608,1
930629654823608,2
930629654823608,0
930629654823608,1
930629654823608,9
930629654823608,6
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,0
930629654823608,1
930629654823608,2
930629654823608,0
930629654823608,0
930629654823608,3
930629654823608,20
930629654823608,10
930629654823608,2
930629654823608,0
930629654823608,0
930629654823608,1
930629654823608,0
930629654823608,0
1479141857380857,1
1479141857380857,1
1479141857380857,0
1479141857380857,1
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,1
1479141857380857,1
1479141857380857,1
1479141857380857,0
1479141857380857,3
1479141857380857,2
1479141857380857,2
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,1
1479141857380857,0
1479141857380857,1
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,1
1479141857380857,0
1479141857380857,1
1479141857380857,1
1479141857380857,3
1479141857380857,1
1479141857380857,2
1479141857380857,1
1479141857380857,1
1479141857380857,1
1479141857380857,3
1479141857380857,2
1479141857380857,6
1479141857380857,0
1479141857380857,1
1479141857380857,1
1479141857380857,1
1479141857380857,0
1479141857380857,1
1479141857380857,0
1479141857380857,1
1479141857380857,2
1479141857380857,1
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,1
1479141857380857,0
1479141857380857,0
1479141857380857,2
1479141857380857,1
1479141857380857,0
1479141857380857,1
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,2
1479141857380857,0
1479141857380857,0
1479141857380857,1
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,1
1479141857380857,1
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,1
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,1
1479141857380857,1
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,1
1479141857380857,1
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,1
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
1479141857380857,0
